Numero de mesure;Longitude;Latitude;Position;Insee;Adresse;Complement;Code postal;Commune;Date de mesure;Mesure realisee;Rapport;Conformite de la mesure;Niveau global;Type d'environnement;Laboratoire
152114;3.46537;43.29502;03e 27' 55.34'' Est, 43e 17' 42.07'' Nord;34003;Impasse Posidonia;;34300;AGDE;15/03/2019;En exterieur;R_SO7381_1_1PUB.pdf;Oui;2.38;Locaux professionnels non accessibles au public;EXEM
152801;3.86883;43.60445;03e 52' 07.77'' Est, 43e 36' 16.01'' Nord;34172;24 Rue Chaptal;;34000;MONTPELLIER;17/04/2019;En exterieur;R_SO7420_1_1PUB.pdf;Oui;5.07;Divers;EXEM
152830;3.87687;43.61651;03e 52' 36.71'' Est, 43e 36' 59.44'' Nord;34172;4 Rue Jeanne Jugan;;34000;MONTPELLIER;16/04/2019;En exterieur;R_SO7252_1_1PUB.pdf;Oui;0.50;Lieu d'habitation;EXEM
153354;3.69394;43.64504;03e 41' 38.18'' Est, 43e 38' 42.15'' Nord;34163;8 Rue de la Castelle;;34570;MONTARNAUD;29/05/2019;En exterieur;R_SO7723_1_2PUB.pdf;Oui;0.40;Lieu d'habitation;EXEM
153641;3.89240;43.59464;03e 53' 32.64'' Est, 43e 35' 40.69'' Nord;34172;1003 Rue de Centrayrargues;;34070;MONTPELLIER;01/07/2019;En exterieur;R_SO7976_1_1PUB.pdf;Oui;0.57;Lieu d'habitation;EXEM
153649;4.12009;43.68012;04e 07' 12.32'' Est, 43e 40' 48.42'' Nord;34145;201 Route de Restinclieres;;34400;LUNEL;02/07/2019;En exterieur;R_SO7991_1_1PUB.pdf;Oui;0.59;Lieu d'habitation;EXEM
153675;3.75702;43.46604;03e 45' 25.29'' Est, 43e 27' 57.75'' Nord;34108;La Peyriere;;34110;FRONTIGNAN;08/07/2019;En exterieur;R_SO8025_1_2PUB.pdf;Oui;0.27;Divers;EXEM
154212;3.89161;43.65148;03e 53' 29.78'' Est, 43e 39' 05.32'' Nord;34077;13 Rue des Peupliers;;34830;CLAPIERS;20/08/2019;En exterieur;R_SO8151_1_3PUB.pdf;Oui;0.61;Lieu d'habitation;EXEM
154213;3.89828;43.60082;03e 53' 53.81'' Est, 43e 36' 02.95'' Nord;34172;245 Avenue Marie de Montpellier;;34000;MONTPELLIER;20/08/2019;En exterieur;R_SO8151_1_2PUB.pdf;Oui;2.98;Lieu d'habitation;EXEM
154234;3.98576;43.67804;03e 59' 08.75'' Est, 43e 40' 40.93'' Nord;34058;Place Emile Granier;;34160;CASTRIES;21/08/2019;En exterieur;R_SO8166_3_2PUB.pdf;Oui;0.25;Rue / Route / Parking;EXEM
154366;3.80052;43.44737;03e 48' 01.87'' Est, 43e 26' 50.54'' Nord;34108;19 Impasse des Coquilles;;34110;FRONTIGNAN;05/09/2019;En exterieur;R_SO8151_1_1PUB.pdf;Oui;0.46;Lieu d'habitation;EXEM
154437;3.84800;43.62237;03e 50' 52.79'' Est, 43e 37' 20.53'' Nord;34172;179 Rue du Fesquet;;34080;MONTPELLIER;24/09/2019;En exterieur;R_SO8286_1_1PUB.pdf;Oui;2.89;Lieu d'habitation;EXEM
154696;3.92873;43.68300;03e 55' 43.42'' Est, 43e 40' 58.81'' Nord;34309;Rue des Ecoles;;34820;TEYRAN;24/09/2019;En exterieur;R_SO8290_1_1PUB.pdf;Oui;0.36;Etablissement ouvert au public (Ecole, Et Soins, Gare?);EXEM
155124;3.88002;43.75834;03e 52' 48.07'' Est, 43e 45' 30.02'' Nord;34276;28 Rue des Erables;;34270;SAINT-MATHIEU-DE-TREVIERS;06/11/2019;En exterieur;R_SO8451_1_1PUB.pdf;Oui;1.33;Lieu d'habitation;EXEM
155141;4.03022;43.70026;04e 01' 48.80'' Est, 43e 42' 00.92'' Nord;34256;Avenue de Beaulieu;;34160;SAINT-GENIES-DES-MOURGUES;06/11/2019;En exterieur;R_SO8451_1_2PUB.pdf;Oui;0.47;Rue / Route / Parking;EXEM
155158;3.31270;43.74129;03e 18' 45.72'' Est, 43e 44' 28.64'' Nord;34142;319 Route de Mayres;;34700;LODEVE;12/11/2019;En exterieur;R_SO8551_1_1PUB.pdf;Oui;1.72;Lieu d'habitation;EXEM
155165;3.89414;43.60187;03e 53' 38.90'' Est, 43e 36' 06.73'' Nord;34172;63 Rue de la Constituante;;34070;MONTPELLIER;06/11/2019;En exterieur;R_SO8551_2_1PUB.pdf;Oui;0.49;Lieu d'habitation;EXEM
155851;3.42606;43.30675;03e 25' 33.82'' Est, 43e 18' 24.29'' Nord;34332;Chemin de la Croix de Fer;;34450;VIAS;10/12/2019;En exterieur;R_SO8734_2_1PUB.pdf;Oui;0.33;Rue / Route / Parking;EXEM
156241;3.49859;43.47594;03e 29' 54.92'' Est, 43e 28' 33.37'' Nord;34162;domaine de Savignac Ouest;;34530;MONTAGNAC;24/01/2020;En exterieur;R_SO8827_3_1PUB.pdf;Oui;0.61;Lieu d'habitation;EXEM
156270;3.87663;43.59865;03e 52' 35.86'' Est, 43e 35' 55.15'' Nord;34172;11 Impasse des Marscals;;34000;MONTPELLIER;24/01/2020;En exterieur;R_SO8827_3_2PUB.pdf;Oui;1.10;Lieu d'habitation;EXEM
156591;3.90444;43.60255;03e 54' 15.98'' Est, 43e 36' 09.19'' Nord;34172;282 Avenue du Mondial 98;;34000;MONTPELLIER;12/02/2020;En exterieur;R_SO8919_3_1PUB.pdf;Oui;4.45;Lieu d'habitation;EXEM
157036;3.52741;43.35941;03e 31' 38.66'' Est, 43e 21' 33.87'' Nord;34150;1 Chemin Ancien de Montpellier;;34340;MARSEILLAN;24/12/2019;En exterieur;R_SO8603_2_1PUB.pdf;Oui;0.10;Rue / Route / Parking;EXEM
157443;3.69598;43.40149;03e 41' 45.52'' Est, 43e 24' 05.35'' Nord;34301;7 Rue Paul Valery;;34200;SETE;24/04/2020;En exterieur;R_SO9120_13_6PUB.pdf;Oui;0.25;Rue / Route / Parking;EXEM
157453;4.08606;43.56019;04e 05' 09.80'' Est, 43e 33' 36.68'' Nord;34344;Place du 1er Octobre 1974;;34280;LA GRANDE-MOTTE;23/04/2020;En exterieur;R_SO9120_13_12PUB.pdf;Oui;0.45;Rue / Route / Parking;EXEM
157458;4.01295;43.66074;04e 00' 46.62'' Est, 43e 39' 38.66'' Nord;34022;Place du 14 juillet;;34670;BAILLARGUES;22/04/2020;En exterieur;R_SO9120_13_2PUB.pdf;Oui;0.07;Rue / Route / Parking;EXEM
157509;3.29367;43.24727;03e 17' 37.20'' Est, 43e 14' 50.16'' Nord;34324;Allee Charles de Gaulle;;34350;VALRAS-PLAGE;24/04/2020;En exterieur;R_SO9120_13_15PUB.pdf;Oui;0.62;Rue / Route / Parking;EXEM
157674;4.06213;43.66738;04e 03' 43.67'' Est, 43e 40' 02.58'' Nord;34321;Place de l'Horloge;;34130;VALERGUES;22/04/2020;En exterieur;R_SO9120_13_10PUB.pdf;Oui;0.09;Rue / Route / Parking;EXEM
157712;3.40731;43.42065;03e 24' 26.31'' Est, 43e 25' 14.34'' Nord;34182;Hetel de Ville;;34120;NEZIGNAN-L'EVEQUE;24/04/2020;En exterieur;R_SO9120_13_3PUB.pdf;Oui;0.11;Rue / Route / Parking;EXEM
157759;3.89761;43.63285;03e 53' 51.41'' Est, 43e 37' 58.27'' Nord;34057;2 Rue de la crouzette;;34170;CASTELNAU-LE-LEZ;23/04/2020;En exterieur;R_SO9120_13_9PUB.pdf;Oui;0.54;Rue / Route / Parking;EXEM
157772;3.21314;43.34273;03e 12' 47.29'' Est, 43e 20' 33.82'' Nord;34032;Place Gabriel Peri;;34500;BEZIERS;24/04/2020;En exterieur;R_SO9120_13_1PUB.pdf;Oui;0.78;Rue / Route / Parking;EXEM
157775;3.91156;43.66106;03e 54' 41.62'' Est, 43e 39' 39.81'' Nord;34120;9 Place Frederic Mistral;;34830;JACOU;23/04/2020;En exterieur;R_SO9120_13_8PUB.pdf;Oui;0.17;Rue / Route / Parking;EXEM
157816;3.93293;43.52823;03e 55' 58.56'' Est, 43e 31' 41.61'' Nord;34192;Boulevard Marechal Joffre;;34250;PALAVAS-LES-FLOTS;23/04/2020;En exterieur;R_SO9120_13_14PUB.pdf;Oui;1.36;Rue / Route / Parking;EXEM
157859;3.89643;43.59888;03e 53' 47.16'' Est, 43e 35' 55.96'' Nord;34172;1 Place Georges Freche;;34000;MONTPELLIER;23/04/2020;En exterieur;R_SO9120_13_7PUB.pdf;Oui;3.63;Rue / Route / Parking;EXEM
157876;3.75627;43.44581;03e 45' 22.58'' Est, 43e 26' 44.91'' Nord;34108;Place de l'Hetel de Ville;;34110;FRONTIGNAN;24/04/2020;En exterieur;R_SO9120_13_5PUB.pdf;Oui;0.06;Rue / Route / Parking;EXEM
157944;3.65937;43.44679;03e 39' 33.73'' Est, 43e 26' 48.44'' Nord;34039;1 Rue du port;;34140;BOUZIGUES;24/04/2020;En exterieur;R_SO9120_13_4PUB.pdf;Oui;0.05;Rue / Route / Parking;EXEM
157952;4.13277;43.67844;04e 07' 57.97'' Est, 43e 40' 42.39'' Nord;34145;Avenue Victor Hugo;;34400;LUNEL;22/04/2020;En exterieur;R_SO9120_13_11PUB.pdf;Oui;0.62;Rue / Route / Parking;EXEM
157955;3.95368;43.56390;03e 57' 13.26'' Est, 43e 33' 50.03'' Nord;34198;Place Carnot;;34470;PEROLS;23/04/2020;En exterieur;R_SO9120_13_13PUB.pdf;Oui;0.13;Rue / Route / Parking;EXEM
158173;4.07185;43.56462;04e 04' 18.66'' Est, 43e 33' 52.63'' Nord;34344;275 Avenue de la Petite Motte;;34280;LA GRANDE-MOTTE;25/05/2020;En exterieur;R_SO9068_3_1PUB.pdf;Oui;0.21;Etablissement ouvert au public (Ecole, Et Soins, Gare?);EXEM
158229;3.87457;43.61993;03e 52' 28.45'' Est, 43e 37' 11.75'' Nord;34172;1 Rue des Abeilles;;34090;MONTPELLIER;26/05/2020;En exterieur;R_SO9172_2_3PUB.pdf;Oui;3.05;Lieu d'habitation;EXEM
158279;3.75655;43.46378;03e 45' 23.59'' Est, 43e 27' 49.59'' Nord;34108;49 Chemin Rural de la Bergerie;;34110;FRONTIGNAN;29/05/2020;En exterieur;R_SO8827_3_4PUB.pdf;Oui;0.60;Lieu d'habitation;EXEM
158301;3.00646;43.66725;03e 00' 23.24'' Est, 43e 40' 02.10'' Nord;34235;Andabre;;34610;ROSIS;02/06/2020;En exterieur;R_SO9068_3_2PUB.pdf;Oui;0.11;Lieu d'habitation;EXEM
158597;3.03656;43.59467;03e 02' 11.62'' Est, 43e 35' 40.83'' Nord;34083;Le Vernet;;34240;COMBES;01/06/2020;En exterieur;R_SO9170_1_1PUB.pdf;Oui;0.04;Rue / Route / Parking;EXEM
158601;3.04611;43.60272;03e 02' 46.00'' Est, 43e 36' 09.78'' Nord;34083;Place de la Mairie;;34240;COMBES;01/06/2020;En exterieur;R_SO9170_1_2PUB.pdf;Oui;0.05;Rue / Route / Parking;EXEM
158608;3.05373;43.59877;03e 03' 13.42'' Est, 43e 35' 55.57'' Nord;34083;Torteillan;;34240;COMBES;01/06/2020;En exterieur;R_SO9170_1_3PUB.pdf;Oui;0.10;Rue / Route / Parking;EXEM
158656;3.89341;43.58991;03e 53' 36.27'' Est, 43e 35' 23.68'' Nord;34172;125 Avenue de Palavas;;34070;MONTPELLIER;18/06/2020;En exterieur;R_SO9115_7_1PUB.pdf;Oui;0.84;Lieu d'habitation;EXEM
158675;3.89367;43.63698;03e 53' 37.20'' Est, 43e 38' 13.11'' Nord;34057;51 Avenue Jean Jaures;;34170;CASTELNAU-LE-LEZ;17/06/2020;En exterieur;R_SO9249_3_1PUB.pdf;Oui;0.55;Lieu d'habitation;EXEM
159157;3.72033;43.94135;03e 43' 13.19'' Est, 43e 56' 28.85'' Nord;34111;25 Rue du Cers;;34190;GANGES;25/06/2020;En exterieur;R_SO9258_5_4PUB.pdf;Oui;0.75;Lieu d'habitation;EXEM
324;3.75833;43.58528;03e 45' 30.00'' Est, 43e 35' 07.00'' Nord;34202;Ancien chemin du Murviel;Point B : chambre de la fille de Mr Esteve au 1er etage;34570;PIGNAN;07/11/2001;En interieur;FicheMesure324.pdf;Oui;0.10;Lieu d'habitation;BUREAU VERITAS
512;2.96306;43.34750;02e 57' 47.00'' Est, 43e 20' 51.00'' Nord;34226;Rue des Ecoles;Ecole Maternelle;34310;QUARANTE;03/04/2002;En interieur;FicheMesure512.pdf;Oui;0.14;Lieu d'habitation;APAVE
544;3.03167;43.36028;03e 01' 54.00'' Est, 43e 21' 37.00'' Nord;34225;Chemin de Montfaucon;residence de  Mme SOUTADE;34620;PUISSERGUIER;23/05/2002;En interieur;FicheMesure544.pdf;Oui;0.71;Lieu d'habitation;APAVE
1116;3.20806;43.34861;03e 12' 29.00'' Est, 43e 20' 55.00'' Nord;34032;15 Rue des Cygnes;Sur le palier du dernier etage.;34500;BEZIERS;20/02/2003;En interieur;FicheMesure1116.pdf;Oui;0.00;Lieu d'habitation;CSTB - Saint Martin d'Heres
1117;3.25639;43.33500;03e 15' 23.00'' Est, 43e 20' 06.00'' Nord;34032;12 Boulevard Jean Bouin;Sur le palier du seizieme et dernier etage du 12, boulevard Jean Bouin.;34500;BEZIERS;20/02/2003;En interieur;FicheMesure1117.pdf;Oui;0.49;Lieu d'habitation;CSTB - Saint Martin d'Heres
1494;3.89083;43.60778;03e 53' 27.00'' Est, 43e 36' 28.00'' Nord;34172;50 Place Zeus;Dans le bureau de Mr Cotte au 6eme etage de l'Hetel de Montpellier Agglomeration;34000;MONTPELLIER;27/05/2003;En interieur;FicheMesure1494.pdf;Oui;0.20;Lieu d'habitation;AEXPERTISE
1941;3.88889;43.60972;03e 53' 20.00'' Est, 43e 36' 35.00'' Nord;34172;474 Rue Henry 2 de Montmorency;Les differents points de mesure en large bande ont ete realises e la demande de Mme Ducasse au 6e etage: bureau du delegue aux collectivites locales, bureau du responsable communication interne et  l'accueil/secretariat ainsi que le bureau de Mr Guibert, Mr Albrecht au 5e etage.Les mesures spectrales ont ete effectuees au point de champ maximum en large bande c'est e dire dans le bureau de Mr Albrecht au 5e etage.;34000;MONTPELLIER;06/02/2003;En interieur;FicheMesure1941.pdf;Oui;0.89;Lieu d'habitation;BUREAU VERITAS
1957;3.85222;43.61861;03e 51' 08.00'' Est, 43e 37' 07.00'' Nord;34172;257 Rue du Professeur Louis Ravas;Les mesures en large bande ont ete effectuees dans la cuisine, le salon, la chambre et le jardin de M.Cluzel ( maison Ne4), ainsi que le balcon et le salon de M.Fournel. (maison Ne3);34080;MONTPELLIER;25/11/2002;En interieur;FicheMesure1957.pdf;Oui;1.95;Lieu d'habitation;BUREAU VERITAS
1972;3.91028;43.62278;03e 54' 37.00'' Est, 43e 37' 22.00'' Nord;34057;955 Chemin Mas du Rochet;Betiment B - 1e etage;34170;CASTELNAU-LE-LEZ;18/03/2003;En interieur;FicheMesure1972.pdf;Oui;1.70;Lieu d'habitation;AEXPERTISE
1998;3.95444;43.57444;03e 57' 16.00'' Est, 43e 34' 28.00'' Nord;34198;Aeroport de Montpellier Mediterranee;;34470;PEROLS;22/04/2003;En interieur;FicheMesure1998.pdf;Oui;1.00;Lieu d'habitation;AEXPERTISE
2363;3.88028;43.60944;03e 52' 49.00'' Est, 43e 36' 34.00'' Nord;34172;9 Boulevard Sarrail;Au 7eme et dernier etage, bureau faeade est.;34000;MONTPELLIER;25/09/2003;En interieur;FicheMesure2363.pdf;Oui;0.00;Lieu d'habitation;CSTB - Saint Martin d'Heres
2364;3.87972;43.60944;03e 52' 47.00'' Est, 43e 36' 34.00'' Nord;34172;9 Boulevard Sarrail;Au 7eme et dernier etage, salle de repos faeade ouest.;34000;MONTPELLIER;25/09/2003;En interieur;FicheMesure2364.pdf;Oui;0.00;Lieu d'habitation;CSTB - Saint Martin d'Heres
3262;3.47833;43.30778;03e 28' 42.00'' Est, 43e 18' 28.00'' Nord;34003;2 Boulevard du Soleil;Dans le refectoire de l'�cole A. Camus.;34300;AGDE;14/01/2004;En interieur;FicheMesure3262.pdf;Oui;0.00;Lieu d'habitation;CSTB - Saint Martin d'Heres
3302;3.95667;43.58000;03e 57' 24.00'' Est, 43e 34' 48.00'' Nord;34154;Aeroport de Montpellier - secteur Fret;Des mesures large bande ont ete realisees dans les trois niveaux que comporte le betiment.;34130;MAUGUIO;29/08/2003;En interieur;FicheMesure3302.pdf;Oui;0.52;Lieu d'habitation;BUREAU VERITAS
3303;3.95583;43.57917;03e 57' 21.00'' Est, 43e 34' 45.00'' Nord;34154;Aerogare Passagers;Les mesures concernent l'aeroport de Montpellier, secteur passagers;34130;MAUGUIO;29/08/2003;En interieur;FicheMesure3303.pdf;Oui;3.60;Lieu d'habitation;BUREAU VERITAS
4211;3.46944;43.31111;03e 28' 10.00'' Est, 43e 18' 40.00'' Nord;34003;12 Place Gambetta;Ecole Notre Dame de la ville de AGDE.;34300;AGDE;14/01/2004;En interieur;FicheMesure4211.pdf;Oui;0.20;Lieu d'habitation;BUREAU VERITAS
4665;3.82972;43.58556;03e 49' 47.00'' Est, 43e 35' 08.00'' Nord;34270;Chemin du Terral;Domaine du TERRAL;34430;SAINT-JEAN-DE-VEDAS;17/06/2004;En interieur;FicheMesure4665.pdf;Oui;0.00;Lieu d'habitation;APAVE
4666;3.82972;43.58556;03e 49' 47.00'' Est, 43e 35' 08.00'' Nord;34270;Chemin du Terral;Domaine du TERRAL;34430;SAINT-JEAN-DE-VEDAS;17/06/2004;En interieur;FicheMesure4666.pdf;Oui;0.00;Lieu d'habitation;APAVE
4667;3.82972;43.58556;03e 49' 47.00'' Est, 43e 35' 08.00'' Nord;34270;Chemin du Terral;Domaine du TERRAL;34430;SAINT-JEAN-DE-VEDAS;17/06/2004;En interieur;FicheMesure4667.pdf;Oui;0.00;Lieu d'habitation;APAVE
4668;3.83861;43.56361;03e 50' 19.00'' Est, 43e 33' 49.00'' Nord;34270;1 Rue Maryse Bastier;Societe Unibeton;34430;SAINT-JEAN-DE-VEDAS;17/06/2004;En interieur;FicheMesure4668.pdf;Oui;0.00;Lieu d'habitation;APAVE
4669;3.83861;43.56361;03e 50' 19.00'' Est, 43e 33' 49.00'' Nord;34270;1 Rue Maryse Bastier;Societe Unibeton;34430;SAINT-JEAN-DE-VEDAS;17/06/2004;En interieur;FicheMesure4669.pdf;Oui;0.00;Lieu d'habitation;APAVE
6372;3.87139;43.59139;03e 52' 17.00'' Est, 43e 35' 29.00'' Nord;34172;2 Rue Costa Brava;"Bet 18, ""Le Masson"", app 209, au 4eme etage, dans la chambre de Mr Diaz";34000;MONTPELLIER;04/11/2004;En interieur;FicheMesure6372.pdf;Oui;0.88;Lieu d'habitation;AEXPERTISE
6454;3.68694;43.40806;03e 41' 13.00'' Est, 43e 24' 29.00'' Nord;34301;Rue Salvador Allende;Dans le salon de M. BARBE, 4eme et dernier etage du bet. A.;34200;SETE;01/06/2005;En interieur;FicheMesure6454.pdf;Oui;0.00;Lieu d'habitation;CSTB - Saint Martin d'Heres
6455;3.68694;43.40806;03e 41' 13.00'' Est, 43e 24' 29.00'' Nord;34301;Rue Salvador Allende;Dans la chambre de M. CHAUDERON, 3eme etage.;34200;SETE;01/06/2005;En interieur;FicheMesure6455.pdf;Oui;0.00;Lieu d'habitation;CSTB - Saint Martin d'Heres
6808;3.84000;43.60889;03e 50' 24.00'' Est, 43e 36' 32.00'' Nord;34172;888 Rue Franeois Dezeuze;Au 5eme et dernier etage, dans le bureau de M. LANGLOIS.;34070;MONTPELLIER;19/08/2005;En interieur;FicheMesure6808.pdf;Oui;0.27;Lieu d'habitation;CSTB - Saint Martin d'Heres
6809;3.84000;43.60889;03e 50' 24.00'' Est, 43e 36' 32.00'' Nord;34172;888 Rue Franeois Dezeuze;Au 5eme et dernier etage, sur le balcon de M. LANGLOIS.;34070;MONTPELLIER;19/08/2005;En interieur;FicheMesure6809.pdf;Oui;0.36;Lieu d'habitation;CSTB - Saint Martin d'Heres
7013;3.83972;43.62556;03e 50' 23.00'' Est, 43e 37' 32.00'' Nord;34172;204 Rue Michel Teule;A la fenetre du bureau B15, au 2nd etage (dernier);34080;MONTPELLIER;17/10/2005;En interieur;FicheMesure7013.pdf;Oui;0.40;Lieu d'habitation;CSTB - Saint Martin d'Heres
7016;3.84000;43.60889;03e 50' 24.00'' Est, 43e 36' 32.00'' Nord;34172;888 Rue Franeois Dezeuze;Sur le balcon chez M. LANGLOIS, au 5eme et dernier etage.;34070;MONTPELLIER;18/10/2005;En interieur;FicheMesure7016.pdf;Oui;0.36;Lieu d'habitation;CSTB - Saint Martin d'Heres
7017;3.84000;43.60889;03e 50' 24.00'' Est, 43e 36' 32.00'' Nord;34172;888 Rue Franeois Dezeuze;Dans le bureau chez M. LANGLOIS, 5eme et dernier etage.;34070;MONTPELLIER;18/10/2005;En interieur;FicheMesure7017.pdf;Oui;0.34;Lieu d'habitation;CSTB - Saint Martin d'Heres
7023;3.66750;43.39528;03e 40' 03.00'' Est, 43e 23' 43.00'' Nord;34301;19 Boulevard Joliot Curie;Dans la salle de classe ne413, 4eme et dernier etage du lycee.;34200;SETE;19/10/2005;En interieur;FicheMesure7023.pdf;Oui;0.59;Lieu d'habitation;CSTB - Saint Martin d'Heres
7315;3.92667;43.52722;03e 55' 36.00'' Est, 43e 31' 38.00'' Nord;34192;24 Boulevard des Guilhems;Dans le salon chez M. REYNAERT, appartement 22, 4eme & dernier etage.;34250;PALAVAS-LES-FLOTS;07/12/2005;En interieur;FicheMesure7315.pdf;Oui;0.00;Lieu d'habitation;CSTB - Saint Martin d'Heres
7316;3.92694;43.52722;03e 55' 37.00'' Est, 43e 31' 38.00'' Nord;34192;24 Boulevard des Guilhems;Dans le salon chez M. MANELA, appartement 25, 4eme & dernier etage.;34250;PALAVAS-LES-FLOTS;07/12/2005;En interieur;FicheMesure7316.pdf;Oui;0.85;Lieu d'habitation;CSTB - Saint Martin d'Heres
7317;3.92667;43.52722;03e 55' 36.00'' Est, 43e 31' 38.00'' Nord;34192;24 Boulevard des Guilhems;Dans le salon chez M. & Mme BALDIN, appartement 12, au 2nd etage.;34250;PALAVAS-LES-FLOTS;07/12/2005;En interieur;FicheMesure7317.pdf;Oui;0.00;Lieu d'habitation;CSTB - Saint Martin d'Heres
7645;3.69000;43.44944;03e 41' 24.00'' Est, 43e 26' 58.00'' Nord;34023;Plan de Thau;Villa de M et Mme MARCENAC;34540;BALARUC-LES-BAINS;01/02/2006;En interieur;FicheMesure7645.pdf;Oui;0.65;Lieu d'habitation;BUREAU VERITAS - Marseille
8489;3.69361;43.65028;03e 41' 37.00'' Est, 43e 39' 01.00'' Nord;34163;Avenue Font Mosson;Ecole Primaire de Montarnaud, dans l'escalier, sur le palier, entre le rez de chaussee et le premier etage;34570;MONTARNAUD;17/05/2006;En interieur;FicheMesure8489.pdf;Oui;0.24;Lieu d'habitation;AEXPERTISE
8491;3.86333;43.62417;03e 51' 48.00'' Est, 43e 37' 27.00'' Nord;34172;114 Rue du Triolet;au 3eme etage du betiment France Telecom, devant la fenetre de la salle P303;34090;MONTPELLIER;19/04/2006;En interieur;FicheMesure8491.pdf;Oui;0.72;Lieu d'habitation;AEXPERTISE
8492;3.86333;43.62417;03e 51' 48.00'' Est, 43e 37' 27.00'' Nord;34172;114 Rue du Triolet;au 2eme etage du betiment France Telecom, devant la fenetre e l'intersection de la rue du triolet et de l'avenue Sabatier d'Espeyran de la salle P205;34090;MONTPELLIER;19/04/2006;En interieur;FicheMesure8492.pdf;Oui;0.56;Lieu d'habitation;AEXPERTISE
8493;3.86333;43.62417;03e 51' 48.00'' Est, 43e 37' 27.00'' Nord;34172;114 Rue du Triolet;au 2eme etage du betiment France Telecom, devant la fenetre dans le coin de la salle P201;34090;MONTPELLIER;19/04/2006;En interieur;FicheMesure8493.pdf;Oui;0.43;Lieu d'habitation;AEXPERTISE
8494;3.91083;43.61139;03e 54' 39.00'' Est, 43e 36' 41.00'' Nord;34172;233 Rue Guglielmo Marconi;rue Marconi, Clos St Georges, chez M et Mme Gimenez, au coin de la terrasse abritee, cete maison;34000;MONTPELLIER;17/05/2006;En interieur;FicheMesure8494.pdf;Oui;0.79;Lieu d'habitation;AEXPERTISE
9522;3.82389;43.63361;03e 49' 26.00'' Est, 43e 38' 01.00'' Nord;34172;Cour des Provinces;Chez M. Lasseron, au 5eme etage, dans le salon, devant la fenetre;34000;MONTPELLIER;05/10/2006;En interieur;FicheMesure9522.pdf;Oui;0.00;Lieu d'habitation;AEXPERTISE
9523;3.82389;43.63361;03e 49' 26.00'' Est, 43e 38' 01.00'' Nord;34172;Cour des Provinces;Au 10eme etage, sur le palier;34080;MONTPELLIER;05/10/2006;En interieur;FicheMesure9523.pdf;Oui;0.38;Lieu d'habitation;AEXPERTISE
9528;3.94556;43.57028;03e 56' 44.00'' Est, 43e 34' 13.00'' Nord;34198;10 Rue du Chateau d'Eau;Maison des Arts, au 2eme etage, salle 6, devant la fenetre, cete rue Alphonse Daudet;34470;PEROLS;05/10/2006;En interieur;FicheMesure9528.pdf;Oui;1.85;Lieu d'habitation;AEXPERTISE
9530;3.94556;43.57028;03e 56' 44.00'' Est, 43e 34' 13.00'' Nord;34198;10 Rue du Cheteau d'Eau;Maison des Arts, 1er etage, dans le hall, e gauche de la salle 4, cete Avenue du Cheteau d'eau;34470;PEROLS;05/10/2006;En interieur;FicheMesure9530.pdf;Oui;1.10;Lieu d'habitation;AEXPERTISE
9906;3.68556;43.40167;03e 41' 08.00'' Est, 43e 24' 06.00'' Nord;34301;Chemin de Saint Clair;Dans la salle du foyer des Saint Clairiens, RDC.;34200;SETE;30/11/2006;En interieur;FicheMesure9906.pdf;Oui;2.64;Lieu d'habitation;CSTB - Saint Martin d'Heres
10049;3.37778;43.50611;03e 22' 40.00'' Est, 43e 30' 22.00'' Nord;34063;Route de Nizas;Dans la cuisine de M. Bisaillon;34720;CAUX;20/12/2006;En interieur;FicheMesure10049.pdf;Oui;0.63;Lieu d'habitation;AEXPERTISE
10059;3.86361;43.59278;03e 51' 49.00'' Est, 43e 35' 34.00'' Nord;34172;394 Rue Marcel Paul;Quartier Croix d'argent, Ne394, sur le palier du 7eme etage en haut des escaliers;34070;MONTPELLIER;04/12/2006;En interieur;FicheMesure10059.pdf;Oui;0.00;Lieu d'habitation;AEXPERTISE
10060;3.83944;43.61611;03e 50' 22.00'' Est, 43e 36' 58.00'' Nord;34172;623 Rue d'Alco;Sur le palier su 4eme etage, devant l'appartement ne589 du betiment 3 de la residence Cour des Ecoles;34080;MONTPELLIER;04/12/2006;En interieur;FicheMesure10060.pdf;Oui;0.00;Lieu d'habitation;AEXPERTISE
10392;3.87639;43.60750;03e 52' 35.00'' Est, 43e 36' 27.00'' Nord;34172;8 Rue en Gondeau;Chez M. Andr�, devant le canap�, cete cuisine;34000;MONTPELLIER;29/01/2007;En interieur;FicheMesure10392.pdf;Oui;2.06;Lieu d'habitation;AEXPERTISE
10670;3.88083;43.61611;03e 52' 51.00'' Est, 43e 36' 58.00'' Nord;34172;5 Place des Beaux Arts;Devant la porte d'entree, dans le hall de l'immeuble.;34080;MONTPELLIER;07/03/2007;En interieur;FicheMesure10670.pdf;Oui;0.00;Lieu d'habitation;CSTB - Saint Martin d'Heres
10671;3.88083;43.61611;03e 52' 51.00'' Est, 43e 36' 58.00'' Nord;34172;5 Place des Beaux Arts;Sur le pallier entre le 7eme et le 8eme etage de l'immeuble.;34080;MONTPELLIER;07/03/2007;En interieur;FicheMesure10671.pdf;Oui;0.00;Lieu d'habitation;CSTB - Saint Martin d'Heres
